5,22.338307903688676
5,23.45207879911715
10,22.956480566497994
5,24.698178070456937
10,23.93741840717165
15,22.24859546128699
50,22.11334438749598
115,21.494185260204677
1625,21.400934559032695
1845,20.8806130178211
1915,20.784609690826528
2300,20.46948949045872
2560,20.273134932713294
2565,20.12461179749811
2900,19.570385790780925
3175,18.841443681416774
3410,18.65475810617763
3795,18.35755975068582
3835,18.275666882497067
4105,17.635192088548397
4225,16.852299546352718
4765,15.968719422671311
